Q38961	P279	Q38803
Q39491	P279	Q39220
Q300741	P279	Q5433715
Q300741	P279	Q1958205
Q378354	P22	Q18680888
Q435101	P279	Q5433715
Q435101	P279	Q1396328
Q636053	P40	Q20968016
Q636053	P40	Q5458551
Q636053	P40	Q6843296
Q636053	P40	Q6875985
Q636053	P40	Q6933083
Q636053	P40	Q16919293
Q636053	P40	Q17015662
Q636053	P40	Q19880809
Q636053	P40	Q22006459
Q636053	P40	Q39054473
Q636053	P40	Q39055848
Q636053	P40	Q100293720
Q636053	P22	Q5877808
Q730381	P22	Q180387
Q730381	P25	Q11288432
Q730381	P40	Q4309296
Q730381	P40	Q11296691
Q730381	P40	Q11283710
Q730381	P40	Q11285199
Q730381	P40	Q11294735
Q730381	P40	Q11300664
Q730381	P40	Q11310697
Q730381	P40	Q11313293
Q730381	P40	Q11317239
Q730381	P40	Q11317244
Q730381	P40	Q11320236
Q730381	P40	Q11322366
Q730381	P40	Q11322364
Q730381	P40	Q11322365
Q730381	P40	Q11322741
Q730381	P40	Q11330026
Q730381	P40	Q11330964
Q730381	P40	Q11331887
Q730381	P40	Q11334108
Q730381	P40	Q11336895
Q730381	P40	Q11338810
Q730381	P40	Q11341304
Q730381	P40	Q11347808
Q730381	P40	Q11351703
Q730381	P40	Q11352062
Q730381	P40	Q17223378
Q730381	P40	Q17223897
Q730381	P40	Q17224058
Q730381	P40	Q17224641
Q730381	P40	Q17225135
Q730381	P40	Q17231582
Q730381	P40	Q18236620
Q730381	P40	Q18236636
Q730381	P40	Q18456122
Q730381	P40	Q20043322
Q730381	P40	Q20044866
Q730381	P40	Q20044936
Q730381	P40	Q20045124
Q730381	P40	Q22007008
Q730381	P40	Q22007012
Q730381	P40	Q22007022
Q730381	P40	Q22007026
Q730381	P40	Q22007028
Q730381	P40	Q22007037
Q730381	P40	Q22007042
Q730381	P40	Q24259003
Q730381	P40	Q24876319
Q730381	P40	Q52686186
Q730381	P40	Q52716688
Q730381	P40	Q56702518
Q730381	P40	Q56808164
Q730381	P40	Q28688700
Q730381	P40	Q56252567
Q730381	P40	Q53764722
Q730381	P40	Q56058698
Q730381	P40	Q53763229
Q730381	P40	Q30935064
Q730381	P40	Q52716721
Q730381	P40	Q52716752
Q730381	P40	Q24862303
Q730381	P40	Q24866552
Q730381	P40	Q52716694
Q730381	P40	Q52319676
Q730381	P40	Q51167228
Q730381	P40	Q24874205
Q730381	P40	Q76241407
Q730381	P40	Q18337069
Q730381	P40	Q22007036
Q730381	P40	Q24860125
Q730381	P40	Q24864294
Q730381	P40	Q24867067
Q730381	P40	Q27920862
Q730381	P40	Q30926318
Q730381	P40	Q47469470
Q730381	P40	Q47469478
Q730381	P40	Q52716711
Q730381	P40	Q53764526
Q730381	P40	Q54867496
Q730381	P40	Q55044404
Q730381	P40	Q56252569
Q730381	P40	Q56350345
Q730381	P40	Q57313819
Q730381	P40	Q57875068
Q730381	P40	Q57875134
Q730381	P40	Q58416695
Q730381	P40	Q58416699
Q730381	P40	Q60991034
Q730381	P40	Q61570887
Q730381	P40	Q61787369
Q730381	P40	Q62018157
Q730381	P40	Q62018160
Q730381	P40	Q62597515
Q730381	P40	Q64780107
Q730381	P40	Q64780108
Q730381	P40	Q64780109
Q730381	P40	Q64780116
Q730381	P40	Q66364480
Q730381	P40	Q66827918
Q730381	P40	Q66827953
Q730381	P40	Q67493225
Q730381	P40	Q107028040
Q730381	P40	Q105669681
Q1005232	P22	Q1005468
Q1005232	P40	Q5325170
Q1005232	P40	Q7552039
Q1005232	P40	Q11339887
