Q31	P17	Q31
Q31	P530	Q32
Q31	P530	Q38
Q31	P530	Q183
Q31	P530	Q347
Q31	P530	Q408
Q31	P530	Q212
Q31	P530	Q1246
Q31	P530	Q142
Q31	P530	Q145
Q31	P530	Q16
Q31	P530	Q252
Q31	P530	Q35
Q31	P530	Q43
Q31	P530	Q55
Q31	P530	Q77
Q31	P530	Q833
Q31	P530	Q843
Q31	P530	Q865
Q31	P530	Q96
Q31	P530	Q974
Q31	P530	Q30
Q31	P530	Q159
Q31	P530	Q668
Q31	P530	Q41
Q31	P530	Q148
Q31	P530	Q230
Q31	P530	Q801
Q31	P530	Q29999
Q31	P530	Q28
Q31	P530	Q423
Q31	P47	Q183
Q31	P47	Q32
Q31	P47	Q142
Q31	P47	Q55
Q31	P47	Q29999
Q45	P47	Q29
Q45	P17	Q45
Q45	P530	Q38
Q45	P530	Q155
Q45	P530	Q183
Q45	P530	Q408
Q45	P530	Q1011
Q45	P530	Q212
Q45	P530	Q1039
Q45	P530	Q145
Q45	P530	Q29
Q45	P530	Q916
Q45	P530	Q414
Q45	P530	Q219
Q45	P530	Q35
Q45	P530	Q574
Q45	P530	Q252
Q45	P530	Q1246
Q45	P530	Q1028
Q45	P530	Q233
Q45	P530	Q1029
Q45	P530	Q77
Q45	P530	Q865
Q45	P530	Q30
Q45	P530	Q403
Q45	P530	Q159
Q45	P530	Q399
Q45	P530	Q148
Q45	P530	Q668
Q45	P530	Q17
Q45	P530	Q902
Q45	P530	Q16
Q45	P530	Q28
Q45	P530	Q423
Q45	P1365	Q200464
Q148	P530	Q30
Q148	P530	Q159
Q148	P530	Q801
Q148	P530	Q155
Q148	P530	Q38
Q148	P530	Q183
Q148	P530	Q1011
Q148	P530	Q34020
Q148	P530	Q711
Q148	P530	Q408
Q148	P530	Q805
Q148	P530	Q403
Q148	P530	Q334
Q148	P530	Q212
Q148	P530	Q851
Q148	P530	Q858
Q148	P530	Q884
Q148	P530	Q928
Q148	P530	Q184
Q148	P530	Q17
Q148	P530	Q43
Q148	P530	Q843
Q148	P530	Q902
Q148	P530	Q423
Q148	P530	Q232
Q148	P530	Q668
Q148	P530	Q41
Q148	P530	Q712
Q148	P530	Q878
Q148	P530	Q40
Q148	P530	Q983
Q148	P530	Q794
Q148	P530	Q889
Q148	P530	Q227
Q148	P530	Q419
Q148	P530	Q79
Q148	P530	Q954
Q148	P530	Q953
Q148	P530	Q881
Q148	P530	Q717
Q148	P530	Q686
Q148	P530	Q77
Q148	P530	Q145
Q148	P530	Q1036
Q148	P530	Q948
Q148	P530	Q754
Q148	P530	Q678
Q148	P530	Q945
Q148	P530	Q869
Q148	P530	Q924
Q148	P530	Q863
Q148	P530	Q39
Q148	P530	Q34
Q148	P530	Q730
Q148	P530	Q1049
Q148	P530	Q854
Q148	P530	Q29
Q148	P530	Q958
Q148	P530	Q258
Q148	P530	Q1045
Q148	P530	Q1044
Q148	P530	Q1042
Q148	P530	Q1041
Q148	P530	Q1039
Q148	P530	Q683
Q148	P530	Q1037
Q148	P530	Q218
Q148	P530	Q971
Q148	P530	Q45
Q148	P530	Q36
Q148	P530	Q691
Q148	P530	Q804
Q148	P530	Q219060
Q148	P530	Q20
Q148	P530	Q1033
Q148	P530	Q664
Q148	P530	Q55
Q148	P530	Q837
Q148	P530	Q1030
Q148	P530	Q836
Q148	P530	Q1029
Q148	P530	Q1028
Q148	P530	Q96
Q148	P530	Q1027
Q148	P530	Q1025
Q148	P530	Q912
Q148	P530	Q826
Q148	P530	Q833
Q148	P530	Q1020
Q148	P530	Q1019
Q148	P530	Q32
Q148	P530	Q37
Q148	P530	Q1016
Q148	P530	Q1014
Q148	P530	Q819
Q148	P530	Q813
Q148	P530	Q710
Q148	P530	Q114
Q148	P530	Q766
Q148	P530	Q1008
Q148	P530	Q27
Q148	P530	Q796
Q148	P530	Q252
Q148	P530	Q189
Q148	P530	Q1007
Q148	P530	Q1006
Q148	P530	Q769
Q148	P530	Q117
Q148	P530	Q1000
Q148	P530	Q33
Q148	P530	Q702
Q148	P530	Q986
Q148	P530	Q736
Q148	P530	Q574
Q148	P530	Q977
Q148	P530	Q35
Q148	P530	Q974
Q148	P530	Q213
Q148	P530	Q229
Q148	P530	Q241
Q148	P530	Q224
Q148	P530	Q970
Q148	P530	Q917
Q148	P530	Q222
Q148	P530	Q262
Q148	P530	Q916
Q148	P530	Q781
Q148	P530	Q414
Q148	P530	Q778
Q148	P530	Q31
Q148	P530	Q16
Q148	P530	Q929
Q148	P530	Q962
Q148	P530	Q424
Q148	P530	Q657
Q148	P530	Q244
Q148	P530	Q750
Q148	P530	Q963
Q148	P530	Q219
Q148	P530	Q967
Q148	P530	Q298
Q148	P530	Q921
Q148	P530	Q399
Q148	P530	Q1246
Q148	P530	Q237
Q148	P530	Q28
Q148	P530	Q142
Q148	P530	Q811
Q148	P530	Q265
Q148	P530	Q874
Q148	P530	Q817
Q148	P530	Q822
Q148	P530	Q965
Q148	P530	Q1032
Q148	P530	Q1005
Q148	P530	Q1013
Q148	P530	Q221
Q148	P530	Q242
Q148	P530	Q709
Q148	P530	Q697
Q148	P530	Q760
Q148	P530	Q685
Q148	P530	Q26988
Q148	P530	Q734
Q148	P530	Q739
Q148	P530	Q784
Q148	P530	Q800
Q148	P530	Q792
Q148	P530	Q786
Q148	P530	Q810
Q148	P530	Q842
Q148	P530	Q846
Q148	P530	Q398
Q148	P530	Q230
Q148	P530	Q115
Q148	P47	Q711
Q148	P47	Q232
Q148	P47	Q813
Q148	P47	Q863
Q148	P47	Q843
Q148	P47	Q668
Q148	P47	Q837
Q148	P47	Q917
Q148	P47	Q836
Q148	P47	Q819
Q148	P47	Q881
Q148	P47	Q159
Q148	P47	Q423
Q148	P47	Q889
Q148	P47	Q884
Q148	P47	Q17
Q148	P1336	Q865
Q155	P17	Q155
Q155	P530	Q414
Q155	P530	Q258
Q155	P530	Q183
Q155	P530	Q916
Q155	P530	Q399
Q155	P530	Q408
Q155	P530	Q244
Q155	P530	Q962
Q155	P530	Q750
Q155	P530	Q1011
Q155	P530	Q16
Q155	P530	Q298
Q155	P530	Q800
Q155	P530	Q739
Q155	P530	Q423
Q155	P530	Q241
Q155	P530	Q35
Q155	P530	Q79
Q155	P530	Q30
Q155	P530	Q736
Q155	P530	Q29
Q155	P530	Q142
Q155	P530	Q983
Q155	P530	Q734
Q155	P530	Q41
Q155	P530	Q790
Q155	P530	Q783
Q155	P530	Q801
Q155	P530	Q668
Q155	P530	Q252
Q155	P530	Q794
Q155	P530	Q796
Q155	P530	Q17
Q155	P530	Q766
Q155	P530	Q96
Q155	P530	Q822
Q155	P530	Q1029
Q155	P530	Q1033
Q155	P530	Q219060
Q155	P530	Q733
Q155	P530	Q843
Q155	P530	Q419
Q155	P530	Q36
Q155	P530	Q45
Q155	P530	Q145
Q155	P530	Q213
Q155	P530	Q159
Q155	P530	Q1049
Q155	P530	Q1016
Q155	P530	Q403
Q155	P530	Q958
Q155	P530	Q574
Q155	P530	Q43
Q155	P530	Q212
Q155	P530	Q77
Q155	P530	Q717
Q155	P530	Q917
Q155	P530	Q148
Q155	P530	Q38
Q155	P530	Q184
Q155	P530	Q730
Q155	P530	Q242
Q155	P530	Q833
Q155	P530	Q865
Q155	P530	Q928
Q155	P530	Q974
Q155	P530	Q34
Q155	P530	Q884
Q155	P530	Q902
Q155	P530	Q230
